 TIME                    	Twb                      	Tcw                      	Tchw                     	Twind                    	Td                       	Gcw                      	Gchw                     	Qfuhe                    	PUE                      	
 8069.50    -6.23    16.92    19.36    26.41    13.16     1.00     1.00    99.49     1.23
 8069.67    -6.23    16.93    19.37    26.45    13.20     1.00     1.00    99.77     1.23
 8069.83    -6.23    16.93    19.38    26.47    13.23     1.00     1.00    99.94     1.23
 8070.00    -6.23    16.94    19.39    26.49    13.25     1.00     1.00   100.00     1.23
 8070.17    -6.25    16.94    19.39    26.50    13.26     1.00     1.00    99.94     1.23
 8070.33    -6.27    16.94    19.39    26.49    13.25     1.00     1.00    99.77     1.23
 8070.50    -6.30    16.94    19.38    26.48    13.23     1.00     1.00    99.50     1.23
 8070.67    -6.32    16.93    19.37    26.45    13.19     1.00     1.00    99.11     1.24
 8070.83    -6.35    16.92    19.36    26.41    13.15     1.00     1.00    98.63     1.24
 8071.00    -6.38    16.92    19.34    26.36    13.09     1.00     1.00    98.06     1.24
 8071.17    -6.39    16.91    19.31    26.30    13.01     1.00     1.00    97.42     1.24
 8071.33    -6.41    16.90    19.29    26.24    12.93     1.00     1.00    96.70     1.24
 8071.50    -6.43    16.88    19.26    26.16    12.85     1.00     1.00    95.93     1.24
 8071.67    -6.41    16.87    19.23    26.09    12.75     1.00     1.00    95.11     1.25
 8071.83    -6.34    16.87    19.21    26.01    12.65     1.00     1.00    94.26     1.25
 8072.00    -6.18    16.88    19.20    25.95    12.54     1.00     1.00    93.39     1.25
 8072.17    -5.96    16.91    19.20    25.89    12.42     1.00     1.00    92.52     1.25
 8072.33    -5.70    16.96    19.23    25.86    12.30     1.00     1.00    91.64     1.25
 8072.50    -5.39    17.03    19.28    25.85    12.18     1.00     1.00    90.78     1.26
 8072.67    -5.05    17.12    19.35    25.86    12.06     1.00     1.00    89.93     1.26
 8072.83    -4.69    17.23    19.43    25.89    11.95     1.00     1.00    89.11     1.26
 8073.00    -4.34    17.35    19.54    25.94    11.84     1.00     1.00    88.32     1.26
 8073.17    -3.67    17.50    19.66    26.01    11.73     1.00     1.00    87.57     1.27
 8073.33    -3.28    17.67    19.81    26.11    11.62     1.00     1.00    86.86     1.27
 8073.50    -2.89    17.83    19.96    26.21    11.53     1.00     1.00    86.20     1.27
 8073.67    -2.51    18.00    20.11    26.33    11.45     1.00     1.00    85.58     1.27
 8073.83    -2.14    18.17    20.28    26.45    11.36     1.00     1.00    85.00     1.27
 8074.00    -1.77    18.34    20.44    26.57    11.30     1.00     1.00    84.48     1.28
 8074.17    -1.42    18.50    20.59    26.70    11.23     1.00     1.00    83.99     1.28
 8074.33    -1.09    18.67    20.75    26.82    11.17     1.00     1.00    83.55     1.28
 8074.50    -0.77    18.83    20.89    26.95    11.12     1.00     1.00    83.15     1.28
 8074.67    -0.47    18.98    21.04    27.07    11.07     1.00     1.00    82.79     1.28
 8074.83    -0.19    19.13    21.18    27.19    11.03     1.00     1.00    82.46     1.28
 8075.00     0.08    19.25    21.30    27.29    11.00     1.00     1.00    82.17     1.28
 8075.17     0.36    19.34    21.39    27.38    10.97     1.00     1.00    81.91     1.29
 8075.33     0.63    19.45    21.49    27.46    10.94     1.00     1.00    81.68     1.29
 8075.50     0.85    19.55    21.59    27.55    10.92     1.00     1.00    81.48     1.29
 8075.67     1.04    19.65    21.68    27.63    10.89     1.00     1.00    81.30     1.29
 8075.83     1.19    19.74    21.77    27.71    10.87     1.00     1.00    81.14     1.29
 8076.00     1.32    19.82    21.85    27.78    10.86     1.00     1.00    81.00     1.29
 8076.17     1.44    19.90    21.92    27.85    10.84     1.00     1.00    80.88     1.29
 8076.33     1.55    19.96    21.99    27.91    10.83     1.00     1.00    80.77     1.29
 8076.50     1.66    20.02    22.04    27.96    10.82     1.00     1.00    80.68     1.29
 8076.67     1.76    20.08    22.10    28.01    10.81     1.00     1.00    80.59     1.29
 8076.83     1.85    20.13    22.15    28.06    10.80     1.00     1.00    80.52     1.29
 8077.00     1.93    20.18    22.20    28.10    10.80     1.00     1.00    80.46     1.29
 8077.17     2.03    20.22    22.24    28.15    10.79     1.00     1.00    80.41     1.29
 8077.33     2.14    20.27    22.28    28.19    10.79     1.00     1.00    80.36     1.29
 8077.50     2.24    20.31    22.33    28.23    10.78     1.00     1.00    80.32     1.29
 8077.67     2.34    20.36    22.37    28.27    10.77     1.00     1.00    80.28     1.29
 8077.83     2.43    20.40    22.41    28.31    10.77     1.00     1.00    80.25     1.29
 8078.00     2.52    20.44    22.45    28.35    10.77     1.00     1.00    80.22     1.29
 8078.17     2.59    20.48    22.49    28.39    10.76     1.00     1.00    80.20     1.29
 8078.33     2.64    20.51    22.52    28.42    10.76     1.00     1.00    80.18     1.29
 8078.50     2.67    20.54    22.55    28.45    10.76     1.00     1.00    80.16     1.29
 8078.67     2.68    20.56    22.58    28.47    10.76     1.00     1.00    80.15     1.29
 8078.83     2.67    20.58    22.59    28.49    10.76     1.00     1.00    80.13     1.29
 8079.00     2.65    20.59    22.60    28.50    10.77     1.00     1.00    80.12     1.29
 8079.17     2.62    20.59    22.60    28.50    10.77     1.00     1.00    80.11     1.29
 8079.33     2.57    20.58    22.60    28.50    10.77     1.00     1.00    80.10     1.29
 8079.50     2.49    20.57    22.59    28.49    10.77     1.00     1.00    80.09     1.29
 8079.67     2.38    20.55    22.57    28.47    10.78     1.00     1.00    80.09     1.29
 8079.83     2.26    20.52    22.54    28.45    10.78     1.00     1.00    80.08     1.29
 8080.00     2.12    20.48    22.50    28.41    10.79     1.00     1.00    80.07     1.29
 8080.17     1.98    20.43    22.45    28.37    10.79     1.00     1.00    80.07     1.29
 8080.33     1.82    20.38    22.40    28.31    10.79     1.00     1.00    80.07     1.29
 8080.50     1.62    20.32    22.34    28.25    10.80     1.00     1.00    80.06     1.29
 8080.67     1.41    20.24    22.27    28.18    10.80     1.00     1.00    80.06     1.29
 8080.83     1.23    20.17    22.19    28.11    10.81     1.00     1.00    80.06     1.29
 8081.00     1.11    20.09    22.12    28.03    10.81     1.00     1.00    80.06     1.29
 8081.17     1.06    20.03    22.05    27.97    10.80     1.00     1.00    80.05     1.29
 8081.33     1.03    19.98    22.00    27.91    10.80     1.00     1.00    80.05     1.29
 8081.50     0.99    19.94    21.96    27.86    10.79     1.00     1.00    80.05     1.29
 8081.67     0.95    19.90    21.92    27.83    10.79     1.00     1.00    80.05     1.29
 8081.83     0.91    19.87    21.89    27.79    10.79     1.00     1.00    80.05     1.29
 8082.00     0.86    19.84    21.86    27.76    10.78     1.00     1.00    80.05     1.29
 8082.17     0.82    19.82    21.84    27.74    10.78     1.00     1.00    80.05     1.29
 8082.33     0.78    19.79    21.81    27.71    10.78     1.00     1.00    80.05     1.29
 8082.50     0.73    19.77    21.79    27.69    10.78     1.00     1.00    80.05     1.29
 8082.67     0.69    19.75    21.76    27.66    10.78     1.00     1.00    80.05     1.29
 8082.83     0.64    19.72    21.74    27.64    10.78     1.00     1.00    80.05     1.29
 8083.00     0.59    19.70    21.72    27.62    10.78     1.00     1.00    80.06     1.29
 8083.17     0.53    19.67    21.69    27.59    10.78     1.00     1.00    80.06     1.29
 8083.33     0.45    19.65    21.67    27.57    10.78     1.00     1.00    80.06     1.29
 8083.50     0.38    19.62    21.64    27.54    10.79     1.00     1.00    80.06     1.29
 8083.67     0.30    19.59    21.61    27.51    10.79     1.00     1.00    80.07     1.29
 8083.83     0.22    19.56    21.57    27.48    10.79     1.00     1.00    80.07     1.29
 8084.00     0.14    19.52    21.54    27.45    10.79     1.00     1.00    80.07     1.29
 8084.17     0.06    19.49    21.51    27.41    10.79     1.00     1.00    80.08     1.29
 8084.33    -0.03    19.47    21.49    27.39    10.79     1.00     1.00    80.09     1.29
 8084.50    -0.12    19.47    21.48    27.38    10.78     1.00     1.00    80.09     1.29
 8084.67    -0.21    19.45    21.47    27.37    10.78     1.00     1.00    80.10     1.29
 8084.83    -0.29    19.43    21.44    27.35    10.79     1.00     1.00    80.11     1.29
 8085.00    -0.38    19.40    21.42    27.32    10.79     1.00     1.00    80.12     1.29
 8085.17    -0.47    19.36    21.38    27.29    10.80     1.00     1.00    80.13     1.29
 8085.33    -0.54    19.33    21.35    27.26    10.80     1.00     1.00    80.15     1.29
 8085.50    -0.62    19.30    21.32    27.22    10.80     1.00     1.00    80.16     1.29
 8085.67    -0.70    19.26    21.28    27.19    10.81     1.00     1.00    80.18     1.29
 8085.83    -0.78    19.22    21.24    27.15    10.81     1.00     1.00    80.20     1.29
 8086.00    -0.86    19.19    21.21    27.12    10.81     1.00     1.00    80.22     1.29
 8086.17    -0.93    19.15    21.17    27.08    10.81     1.00     1.00    80.25     1.29
 8086.33    -1.01    19.11    21.14    27.05    10.82     1.00     1.00    80.28     1.29
 8086.50    -1.09    19.08    21.10    27.02    10.82     1.00     1.00    80.32     1.29
 8086.67    -1.18    19.04    21.06    26.98    10.83     1.00     1.00    80.36     1.29
 8086.83    -1.27    19.00    21.02    26.94    10.83     1.00     1.00    80.41     1.29
 8087.00    -1.35    18.96    20.99    26.91    10.84     1.00     1.00    80.46     1.29
 8087.17    -1.45    18.92    20.95    26.87    10.85     1.00     1.00    80.52     1.29
 8087.33    -1.55    18.88    20.91    26.84    10.86     1.00     1.00    80.59     1.29
 8087.50    -1.65    18.83    20.87    26.80    10.87     1.00     1.00    80.68     1.29
 8087.67    -1.75    18.79    20.83    26.77    10.88     1.00     1.00    80.77     1.29
 8087.83    -1.85    18.75    20.78    26.73    10.89     1.00     1.00    80.88     1.29
 8088.00    -1.96    18.71    20.74    26.70    10.91     1.00     1.00    81.00     1.29
 8088.17    -2.05    18.66    20.70    26.66    10.92     1.00     1.00    81.14     1.29
 8088.33    -2.12    18.62    20.66    26.63    10.94     1.00     1.00    81.30     1.29
 8088.50    -2.19    18.58    20.63    26.61    10.96     1.00     1.00    81.48     1.29
 8088.67    -2.25    18.54    20.59    26.58    10.98     1.00     1.00    81.68     1.29
 8088.83    -2.32    18.51    20.56    26.56    11.01     1.00     1.00    81.91     1.29
 8089.00    -2.39    18.47    20.53    26.55    11.03     1.00     1.00    82.17     1.28
 8089.17    -2.46    18.44    20.50    26.53    11.07     1.00     1.00    82.46     1.28
 8089.33    -2.54    18.40    20.46    26.52    11.11     1.00     1.00    82.78     1.28
 8089.50    -2.61    18.37    20.43    26.51    11.15     1.00     1.00    83.14     1.28
 8089.67    -2.68    18.33    20.41    26.50    11.19     1.00     1.00    83.54     1.28
 8089.83    -2.76    18.30    20.38    26.50    11.25     1.00     1.00    83.98     1.28
 8090.00    -3.04    18.25    20.35    26.50    11.30     1.00     1.00    84.47     1.28
 8090.17    -3.08    18.20    20.30    26.49    11.37     1.00     0.99    85.00     1.27
 8090.33    -3.11    18.16    20.25    26.49    11.43     1.00     0.97    85.57     1.27
 8090.50    -3.14    18.13    20.20    26.51    11.50     1.00     0.94    86.19     1.27
 8090.67    -3.18    18.10    20.15    26.53    11.58     1.00     0.92    86.85     1.26
 8090.83    -3.21    18.07    20.11    26.56    11.66     1.00     0.89    87.56     1.26
 8091.00    -3.20    18.05    20.06    26.60    11.74     1.00     0.86    88.31     1.26
 8091.17    -3.24    18.03    20.02    26.65    11.82     1.00     0.83    89.10     1.25
 8091.33    -3.35    18.01    19.98    26.70    11.92     1.00     0.80    89.92     1.25
 8091.50    -3.47    17.98    19.93    26.75    12.02     1.00     0.77    90.76     1.24
 8091.67    -3.58    17.95    19.87    26.80    12.13     1.00     0.74    91.63     1.24
 8091.83    -3.69    17.92    19.81    26.86    12.24     1.00     0.71    92.50     1.24
 8092.00    -3.80    17.89    19.74    26.91    12.35     1.00     0.68    93.38     1.23
 8092.17    -3.89    17.86    19.67    27.00    12.47     1.00     0.65    94.25     1.23
 8092.33    -3.97    17.83    19.60    27.06    12.58     1.00     0.62    95.10     1.23
 8092.50    -4.04    17.80    19.54    27.13    12.68     1.00     0.60    95.92     1.22
 8092.67    -4.11    17.77    19.46    27.19    12.78     1.00     0.58    96.69     1.22
 8092.83    -4.19    17.74    19.39    27.25    12.87     1.00     0.55    97.41     1.22
 8093.00    -4.26    17.72    19.32    27.31    12.95     1.00     0.53    98.05     1.21
 8093.17    -4.35    17.70    19.26    27.35    13.01     1.00     0.51    98.63     1.21
 8093.33    -4.44    17.67    19.18    27.40    13.06     1.00     0.49    99.11     1.21
 8093.50    -4.53    17.65    19.11    27.45    13.11     1.00     0.48    99.49     1.21
 8093.67    -4.61    17.62    19.02    27.50    13.16     1.00     0.46    99.77     1.21
 8093.83    -4.69    17.59    18.92    27.55    13.19     1.00     0.44    99.94     1.21
 8094.00    -4.77    17.56    18.83    27.60    13.20     1.00     0.42   100.00     1.20
 8094.17    -4.83    17.53    18.73    27.66    13.21     1.00     0.40    99.94     1.20
 8094.33    -4.86    17.50    18.63    27.69    13.20     1.00     0.38    99.77     1.20
 8094.50    -4.89    17.48    18.55    27.76    13.17     1.00     0.36    99.50     1.20
 8094.67    -4.91    17.46    18.46    27.81    13.14     1.00     0.35    99.11     1.20
 8094.83    -4.94    17.44    18.37    27.84    13.06     1.00     0.33    98.63     1.20
 8095.00    -4.96    17.42    18.30    27.86    13.00     1.00     0.32    98.06     1.20
 8095.17    -4.98    17.40    18.19    27.94    12.90     1.00     0.30    97.42     1.20
 8095.33    -4.99    17.39    18.15    27.92    12.86     1.00     0.30    96.70     1.21
 8095.50    -4.98    17.37    18.13    27.86    12.79     1.00     0.30    95.93     1.21
 8095.67    -4.95    17.36    18.12    27.78    12.70     1.00     0.30    95.11     1.21
 8095.83    -4.89    17.36    18.11    27.70    12.60     1.00     0.30    94.26     1.21
 8096.00    -4.79    17.36    18.11    27.62    12.49     1.00     0.30    93.39     1.21
 8096.17    -4.69    17.37    18.11    27.55    12.38     1.00     0.30    92.52     1.21
 8096.33    -4.58    17.39    18.13    27.48    12.27     1.00     0.30    91.64     1.22
 8096.50    -4.43    17.43    18.15    27.42    12.16     1.00     0.30    90.78     1.22
 8096.67    -4.24    17.47    18.19    27.39    12.07     1.00     0.30    89.93     1.22
 8096.83    -4.02    17.52    18.24    27.36    11.96     1.00     0.30    89.11     1.22
 8097.00    -3.79    17.59    18.30    27.34    11.85     1.00     0.30    88.32     1.22
 8097.17    -3.57    17.67    18.37    27.34    11.75     1.00     0.30    87.57     1.23
 8097.33    -3.37    17.75    18.44    27.35    11.66     1.00     0.30    86.86     1.23
 8097.50    -3.17    17.83    18.52    27.36    11.57     1.00     0.30    86.20     1.23
 8097.67    -2.76    17.93    18.61    27.39    11.48     1.00     0.30    85.58     1.23
 8097.83    -2.57    18.03    18.71    27.43    11.40     1.00     0.30    85.00     1.23
 8098.00    -2.38    18.13    18.81    27.47    11.33     1.00     0.30    84.48     1.24
 8098.17    -2.16    18.23    18.90    27.52    11.26     1.00     0.30    83.99     1.24
 8098.33    -1.89    18.33    19.00    27.58    11.20     1.00     0.30    83.55     1.24
